XXXX,0
VAN_EX1_509,18
GAME_005,136
VAN_EX1_393,21
VAN_EX1_390,12
VAN_NEW1_027,24
VAN_NEW1_017,21
VAN_CS2_197,14
VAN_EX1_277,19
VAN_EX1_594,15
VAN_EX1_021,23
VAN_EX1_082,21
VAN_EX1_010,27
VAN_CS2_231,27
VAN_NEW1_018,19
VAN_NEW1_023,20
VAN_EX1_557,14
VAN_EX1_045,18
DMF_078,16
VAN_DS1_055,17
VAN_EX1_556,26
VAN_CS2_032,24
VAN_NEW1_037,19
VAN_CS2_172,21
VAN_NEW1_026,19
VAN_EX1_023,23
VAN_EX1_029,17
VAN_EX1_028,22
VAN_EX1_032,16
VAN_EX1_043,15
VAN_CS2_120,17
VAN_NEW1_029,19
VAN_CS2_142,15
VAN_EX1_616,26
VAN_CS2_150,15
VAN_CS2_025,18
VAN_CS2_179,20
VAN_CS2_124,19
VAN_CS2_200,13
VAN_CS2_161,14
VAN_CS2_151,15
VAN_CS2_196,16
VAN_CS2_033,19
VAN_NEW1_012,14
VAN_EX1_014,21
VAN_EX1_007,20
VAN_EX1_593,18
VAN_CS2_169,18
SCH_713,15
VAN_CS2_181,19
VAN_CS2_022,18
SCH_605,15
VAN_EX1_162,16
VAN_EX1_298,8
BAR_721,19
VAN_CS2_023,10
VAN_CS1_042,18
VAN_EX1_004,23
VAN_NEW1_019,31
VAN_NEW1_021,11
VAN_EX1_405,15
VAN_NEW1_024,12
VAN_EX1_112,10
VAN_EX1_103,13
VAN_EX1_614,12
VAN_EX1_048,13
VAN_EX1_097,21
VAN_EX1_100,18
VAN_CS2_028,15
SCH_231,19
VAN_EX1_005,17
VAN_CS2_122,25
VAN_CS2_173,17
VAN_EX1_033,11
VAN_EX1_506,21
VAN_EX1_019,22
VAN_EX1_096,18
VAN_tt_004,20
VAN_NEW1_022,19
BAR_042,5
VAN_EX1_009,29
VAN_CS2_146,26
VAN_CS2_031,21
VAN_CS2_127,17
VAN_EX1_279,3
VAN_CS2_125,26
VAN_EX1_396,21
VAN_EX1_020,18
VAN_EX1_412,11
VAN_NEW1_020,33
VAN_EX1_582,18
VAN_EX1_274,9
VAN_CS1_069,26
VAN_CS2_187,20
VAN_CS2_121,20
VAN_CS2_188,21
VAN_EX1_012,15
VAN_EX1_508,16
VAN_EX1_110,10
VAN_CS2_168,31
VAN_EX1_011,21
VAN_NEW1_038,5
SCH_311,14
VAN_EX1_083,16
VAN_EX1_001,16
VAN_CS2_227,12
VAN_CS2_029,19
VAN_CS2_171,19
VAN_EX1_102,16
VAN_CS2_189,14
VAN_EX1_006,15
VAN_EX1_116,11
VAN_EX1_058,17
VAN_EX1_095,12
VAN_EX1_050,11
VAN_EX1_080,18
VAN_EX1_283,13
VAN_CS2_203,19
VAN_CS2_027,24
VAN_EX1_558,8
VAN_NEW1_040,11
VAN_EX1_025,24
VAN_EX1_059,13
VAN_EX1_289,12
VAN_EX1_093,18
VAN_EX1_057,9
VAN_PRO_001,5
VAN_PRO_001c,2
VAN_EX1_559,5
VAN_EX1_284,5
VAN_EX1_595,14
VAN_EX1_564,11
VAN_EX1_044,18
VAN_EX1_590,12
VAN_CS2_226,16
VAN_EX1_586,15
VAN_CS2_024,21
VAN_EX1_584,18
VAN_CS2_182,16
VAN_CS2_186,10
VAN_EX1_008,19
VAN_EX1_055,18
VAN_CS2_162,8
EX1_014t,30
VAN_EX1_067,11
VAN_EX1_507,25
VAN_EX1_612,17
VAN_EX1_399,16
VAN_CS2_117,19
VAN_EX1_066,26
VAN_EX1_608,15
VAN_CS2_141,22
VAN_EX1_002,14
VAN_EX1_049,15
VAN_CS2_026,12
VAN_EX1_275,16
VAN_CS2_119,10
VAN_CS2_201,5
VAN_EX1_295,12
VAN_CS2_147,6
VAN_EX1_017,20
VAN_EX1_076,22
VAN_EX1_085,16
VAN_CS2_155,12
VAN_EX1_620,14
VAN_NEW1_025,18
VAN_CS2_131,13
VAN_NEW1_016,13
VAN_EX1_089,19
VAN_EX1_597,20
VAN_NEW1_041,13
VAN_CS2_213,12
VAN_EX1_046,16
SW_068,12
VAN_tt_010,18
VAN_EX1_016,7
YOP_005,16
DMF_163,7
VAN_EX1_583,7
VAN_EX1_062,20
VAN_EX1_170,19
VAN_CS2_222,12
VAN_EX1_287,8
VAN_CS2_118,14
VAN_EX1_249,6
PRO_001a,2
VAN_EX1_577,14
VAN_EX1_302,1
VAN_EX1_316,2
VAN_EX1_105,3
VAN_CS2_221,6
VAN_CS2_062,1
PRO_001b,4
DMF_078t,2
VAN_EX1_572,5
VAN_EX1_294,5
VAN_EX1_015,7
VAN_CS2_061,1
VAN_EX1_560,4
VAN_EX1_562,4
VAN_EX1_563,1
DREAM_04,2
DREAM_05,1
DREAM_02,2
VAN_NEW1_030,1
VAN_EX1_561,1
