XXXX,0
SCH_231,14
GAME_005,143
VAN_EX1_082,20
VAN_EX1_044,15
VAN_EX1_009,19
VAN_NEW1_016,15
VAN_EX1_008,14
VAN_CS2_168,18
VAN_EX1_085,18
VAN_EX1_059,24
VAN_EX1_507,18
VAN_EX1_097,25
VAN_EX1_028,13
VAN_EX1_508,19
VAN_EX1_066,20
VAN_EX1_612,21
VAN_EX1_002,14
VAN_CS2_231,19
VAN_EX1_561,6
VAN_EX1_393,17
VAN_EX1_010,16
VAN_CS2_033,19
VAN_CS2_022,20
VAN_EX1_001,24
VAN_EX1_032,20
VAN_DS1_055,12
VAN_EX1_506,13
VAN_EX1_583,9
VAN_EX1_557,14
VAN_EX1_019,14
VAN_EX1_046,20
VAN_EX1_275,16
VAN_EX1_283,12
VAN_EX1_594,6
VAN_EX1_100,15
VAN_EX1_162,23
VAN_EX1_021,16
VAN_EX1_170,15
VAN_CS2_182,12
VAN_EX1_249,8
VAN_NEW1_025,22
VAN_EX1_057,11
VAN_EX1_058,20
VAN_NEW1_023,17
VAN_EX1_620,7
VAN_EX1_095,8
VAN_EX1_597,17
VAN_CS2_162,20
VAN_EX1_050,8
VAN_EX1_289,15
VAN_EX1_029,19
VAN_CS2_172,15
VAN_EX1_103,12
VAN_CS2_222,10
VAN_EX1_049,18
VAN_CS2_025,23
VAN_EX1_005,16
BAR_042,11
VAN_EX1_562,8
VAN_NEW1_018,12
VAN_CS2_173,20
VAN_EX1_390,15
VAN_EX1_017,16
VAN_CS2_221,7
VAN_EX1_093,22
VAN_CS2_120,20
VAN_EX1_062,16
VAN_EX1_048,15
VAN_EX1_116,21
VAN_EX1_045,14
VAN_NEW1_027,17
VAN_EX1_004,14
VAN_CS2_181,22
VAN_CS2_121,19
VAN_EX1_083,16
VAN_NEW1_026,12
VAN_EX1_586,14
VAN_EX1_614,8
VAN_NEW1_021,22
VAN_EX1_294,11
VAN_NEW1_019,17
VAN_NEW1_022,15
VAN_EX1_287,13
VAN_CS2_203,14
VAN_CS2_187,29
VAN_EX1_020,13
VAN_NEW1_012,27
VAN_CS2_151,11
VAN_CS2_125,16
VAN_CS2_146,14
VAN_EX1_023,15
VAN_CS2_179,22
VAN_CS2_141,15
SW_068,15
VAN_EX1_577,15
VAN_EX1_279,6
VAN_EX1_616,13
VAN_EX1_025,8
VAN_EX1_593,17
VAN_EX1_015,9
VAN_CS2_188,17
VAN_NEW1_037,24
VAN_EX1_274,13
VAN_EX1_076,24
BAR_721,20
VAN_CS2_227,11
VAN_CS2_023,11
VAN_EX1_590,11
VAN_CS1_069,17
VAN_EX1_559,5
VAN_EX1_096,15
VAN_CS2_197,13
VAN_CS2_124,15
VAN_CS2_032,14
VAN_EX1_405,19
VAN_EX1_509,20
VAN_EX1_584,13
VAN_EX1_089,12
VAN_CS2_169,26
VAN_CS2_226,16
VAN_EX1_396,15
VAN_EX1_105,9
DMF_078t,2
VAN_CS2_031,21
VAN_PRO_001c,1
VAN_CS2_171,10
VAN_CS2_161,6
VAN_CS2_142,18
VAN_NEW1_017,20
VAN_CS2_196,17
VAN_CS2_119,19
VAN_EX1_582,12
VAN_EX1_556,15
VAN_NEW1_020,11
VAN_NEW1_041,10
SCH_311,16
VAN_CS2_213,12
DMF_078,16
VAN_NEW1_040,11
VAN_EX1_563,2
VAN_CS2_026,13
VAN_PRO_001,8
VAN_EX1_277,26
VAN_tt_010,9
VAN_CS2_118,13
VAN_CS2_122,15
VAN_EX1_080,20
SCH_713,16
VAN_CS2_029,12
VAN_CS2_200,13
VAN_EX1_608,17
VAN_CS2_127,15
YOP_005,17
VAN_CS2_028,13
VAN_EX1_016,7
VAN_NEW1_024,9
VAN_CS2_201,8
VAN_EX1_055,14
SCH_605,10
VAN_CS1_042,14
VAN_CS2_150,11
PRO_001a,1
VAN_tt_004,15
PRO_001b,1
VAN_EX1_284,7
VAN_EX1_399,17
VAN_EX1_112,6
VAN_EX1_564,14
VAN_EX1_558,14
VAN_NEW1_030,1
VAN_EX1_298,4
VAN_CS2_117,17
VAN_CS2_027,18
VAN_EX1_043,13
VAN_CS2_186,8
EX1_014t,23
VAN_EX1_014,12
VAN_CS2_131,10
VAN_EX1_572,3
VAN_CS2_189,13
VAN_EX1_560,1
VAN_CS2_024,15
VAN_EX1_067,8
VAN_NEW1_029,16
VAN_EX1_595,6
VAN_EX1_006,11
VAN_EX1_110,8
VAN_EX1_012,14
VAN_EX1_011,18
VAN_NEW1_038,6
VAN_EX1_007,11
VAN_EX1_102,4
VAN_EX1_412,13
VAN_EX1_295,11
VAN_CS2_155,7
VAN_EX1_033,7
DREAM_05,1
DMF_163,2
VAN_EX1_581,2
VAN_CS2_147,5
VAN_CS2_075,1
VAN_EX1_126,3
VAN_CS2_076,1
