Vector10: win, 9, lose, 1,(1688.367784)
Vector1: win, 1, lose, 9,(1311.632216)
Vector10: win, 3, lose, 7,(1367.414617)
Vector1: win, 7, lose, 3,(1632.585383)
Vector10: win, 2, lose, 8,(1355.062457)
Vector1: win, 8, lose, 2,(1644.937543)
Vector10: win, 5, lose, 5,(1447.620035)
Vector1: win, 5, lose, 5,(1552.379965)
Vector10: win, 3, lose, 7,(1470.971065)
Vector1: win, 7, lose, 3,(1529.028935)
Vector10: win, 5, lose, 5,(1485.207565)
Vector1: win, 5, lose, 5,(1514.792435)
Vector10: win, 4, lose, 6,(1408.140846)
Vector1: win, 6, lose, 4,(1591.859154)
Vector10: win, 3, lose, 7,(1445.317104)
Vector1: win, 7, lose, 3,(1554.682896)
Vector10: win, 4, lose, 6,(1450.988703)
Vector1: win, 6, lose, 4,(1549.011297)
Vector10: win, 1, lose, 9,(1336.115643)
Vector1: win, 9, lose, 1,(1663.884357)
