Vector3: win, 7, lose, 3,(1552.289164)
Vector1: win, 3, lose, 7,(1345.885576)
Vector3: win, 6, lose, 4,(1447.579996)
Vector1: win, 4, lose, 6,(1450.594744)
Vector3: win, 7, lose, 3,(1575.508470)
Vector1: win, 3, lose, 7,(1322.666271)
Vector3: win, 6, lose, 4,(1462.426058)
Vector1: win, 4, lose, 6,(1435.748683)
Vector3: win, 10, lose, 0,(1660.917887)
Vector1: win, 0, lose, 10,(1237.256853)
Vector3: win, 6, lose, 4,(1540.830660)
Vector1: win, 4, lose, 6,(1357.344081)
Vector3: win, 6, lose, 4,(1480.124116)
Vector1: win, 4, lose, 6,(1418.050624)
Vector3: win, 7, lose, 3,(1541.932635)
Vector1: win, 3, lose, 7,(1356.242105)
Vector3: win, 5, lose, 5,(1488.871361)
Vector1: win, 5, lose, 5,(1409.303380)
Vector3: win, 5, lose, 5,(1528.434309)
Vector1: win, 5, lose, 5,(1369.740431)
